cdl,state,cdl_a,cdl_b,plant_begin_a,plant_begin_active_begin_a,plant_begin_active_end_a,plant_end_a,harvest_begin_a,harvest_begin_active_begin_a,harvest_begin_active_end_a,harvest_end_a,plant_begin_b,plant_begin_active_begin_b,plant_begin_active_end_b,plant_end_b,harvest_begin_b,harvest_begin_active_begin_b,harvest_begin_active_end_b,harvest_end_b
212,PA,,,12-Apr,23-Apr,10-May,23-May,9-Jun,17-Jun,5-Jul,15-Jul,,,,,,,,
212,RI,,,15-Apr,23-Apr,2-May,15-May,27-May,7-Jun,15-Jun,26-Jun,,,,,,,,
212,SC,,,18-Apr,5-May,19-May,3-Jun,13-Jun,25-Jun,9-Jul,25-Jul,,,,,,,,
212,SD,,,15-Apr,29-Apr,17-May,28-May,15-Jun,26-Jun,7-Jul,18-Jul,,,,,,,,
212,TN,,,9-Apr,27-Apr,13-May,1-Jun,10-Jun,20-Jun,9-Jul,29-Jul,,,,,,,,
212,TX,,,13-Apr,30-Apr,17-May,1-Jun,12-Jun,25-Jun,6-Jul,24-Jul,,,,,,,,
212,UT,,,14-Apr,26-Apr,15-May,26-May,7-Jun,20-Jun,6-Jul,13-Jul,,,,,,,,
212,VT,,,14-Apr,30-Apr,13-May,22-May,3-Jun,17-Jun,6-Jul,15-Jul,,,,,,,,
212,VA,,,15-Apr,27-Apr,17-May,5-Jun,22-Jun,1-Jul,16-Jul,2-Aug,,,,,,,,
212,WA,,,13-Apr,29-Apr,18-May,7-Jun,23-Jun,2-Jul,14-Jul,1-Aug,,,,,,,,
212,WV,,,12-Apr,1-May,20-May,3-Jun,21-Jun,3-Jul,15-Jul,25-Jul,,,,,,,,
212,WI,,,12-Apr,19-Apr,28-Apr,11-May,25-May,8-Jun,27-Jun,17-Jul,,,,,,,,
212,WY,,,21-Apr,30-Apr,9-May,27-May,7-Jun,15-Jun,25-Jun,6-Jul,,,,,,,,
213,AL,,,19-Apr,5-May,15-May,25-May,11-Jun,21-Jun,9-Jul,25-Jul,,,,,,,,
213,AZ,,,18-Apr,5-May,23-May,30-May,10-Jun,27-Jun,13-Jul,23-Jul,,,,,,,,
213,AR,,,10-Apr,20-Apr,27-Apr,12-May,26-May,3-Jun,19-Jun,2-Jul,,,,,,,,
213,CA,,,14-Apr,26-Apr,12-May,19-May,26-May,13-Jun,29-Jun,15-Jul,,,,,,,,
213,CO,,,13-Apr,27-Apr,7-May,27-May,11-Jun,24-Jun,14-Jul,29-Jul,,,,,,,,
213,CT,,,19-Apr,30-Apr,16-May,25-May,12-Jun,21-Jun,29-Jun,15-Jul,,,,,,,,
213,DE,,,11-Apr,20-Apr,4-May,23-May,31-May,13-Jun,3-Jul,10-Jul,,,,,,,,
213,FL,,,14-Apr,29-Apr,11-May,27-May,9-Jun,25-Jun,7-Jul,14-Jul,,,,,,,,
213,GA,,,20-Apr,27-Apr,4-May,15-May,2-Jun,15-Jun,27-Jun,5-Jul,,,,,,,,
213,ID,,,12-Apr,25-Apr,3-May,12-May,23-May,1-Jun,21-Jun,2-Jul,,,,,,,,
213,IL,,,19-Apr,29-Apr,6-May,22-May,1-Jun,16-Jun,3-Jul,12-Jul,,,,,,,,
213,IN,,,15-Apr,23-Apr,5-May,22-May,9-Jun,16-Jun,1-Jul,14-Jul,,,,,,,,
213,IA,,,21-Apr,9-May,25-May,6-Jun,21-Jun,6-Jul,18-Jul,30-Jul,,,,,,,,
213,KS,,,8-Apr,17-Apr,7-May,16-May,30-May,19-Jun,5-Jul,19-Jul,,,,,,,,
213,KY,,,20-Apr,27-Apr,7-May,21-May,29-May,13-Jun,20-Jun,8-Jul,,,,,,,,
213,LA,,,10-Apr,22-Apr,1-May,16-May,4-Jun,23-Jun,30-Jun,17-Jul,,,,,,,,
213,ME,,,19-Apr,27-Apr,5-May,12-May,23-May,5-Jun,20-Jun,28-Jun,,,,,,,,
213,MD,,,19-Apr,28-Apr,8-May,16-May,26-May,9-Jun,26-Jun,12-Jul,,,,,,,,
213,MA,,,11-Apr,29-Apr,6-May,19-May,31-May,14-Jun,27-Jun,9-Jul,,,,,,,,
213,MI,,,8-Apr,17-Apr,5-May,15-May,2-Jun,17-Jun,5-Jul,21-Jul,,,,,,,,
213,MN,,,20-Apr,5-May,20-May,30-May,18-Jun,7-Jul,16-Jul,5-Aug,,,,,,,,
213,MS,,,19-Apr,27-Apr,8-May,20-May,2-Jun,9-Jun,26-Jun,16-Jul,,,,,,,,
213,MO,,,16-Apr,1-May,16-May,1-Jun,11-Jun,29-Jun,7-Jul,16-Jul,,,,,,,,
213,MT,,,10-Apr,29-Apr,12-May,1-Jun,13-Jun,28-Jun,7-Jul,14-Jul,,,,,,,,
213,NE,,,21-Apr,2-May,18-May,29-May,5-Jun,25-Jun,8-Jul,23-Jul,,,,,,,,
213,NV,,,15-Apr,22-Apr,3-May,11-May,23-May,8-Jun,23-Jun,7-Jul,,,,,,,,
213,NH,,,19-Apr,30-Apr,15-May,22-May,8-Jun,25-Jun,2-Jul,15-Jul,,,,,,,,
213,NJ,,,14-Apr,24-Apr,6-May,21-May,7-Jun,19-Jun,6-Jul,17-Jul,,,,,,,,
213,NM,,,20-Apr,9-May,28-May,10-Jun,22-Jun,4-Jul,18-Jul,28-Jul,,,,,,,,
213,NY,,,13-Apr,29-Apr,17-May,2-Jun,21-Jun,11-Jul,23-Jul,12-Aug,,,,,,,,
213,NC,,,10-Apr,26-Apr,11-May,21-May,8-Jun,15-Jun,22-Jun,11-Jul,,,,,,,,
213,ND,,,14-Apr,28-Apr,17-May,27-May,6-Jun,20-Jun,9-Jul,20-Jul,,,,,,,,
213,OH,,,21-Apr,7-May,19-May,29-May,7-Jun,17-Jun,27-Jun,16-Jul,,,,,,,,
213,OK,,,16-Apr,30-Apr,17-May,3-Jun,22-Jun,4-Jul,14-Jul,2-Aug,,,,,,,,
213,OR,,,16-Apr,6-May,21-May,4-Jun,14-Jun,28-Jun,8-Jul,24-Jul,,,,,,,,
213,PA,,,17-Apr,28-Apr,15-May,23-May,3-Jun,21-Jun,2-Jul,16-Jul,,,,,,,,
213,RI,,,14-Apr,28-Apr,15-May,23-May,11-Jun,29-Jun,14-Jul,28-Jul,,,,,,,,
213,SC,,,13-Apr,24-Apr,1-May,9-May,25-May,8-Jun,17-Jun,2-Jul,,,,,,,,
213,SD,,,10-Apr,30-Apr,15-May,31-May,18-Jun,8-Jul,25-Jul,11-Aug,,,,,,,,
213,TN,,,14-Apr,27-Apr,4-May,19-May,1-Jun,17-Jun,26-Jun,12-Jul,,,,,,,,
213,TX,,,10-Apr,18-Apr,27-Apr,4-May,17-May,31-May,12-Jun,1-Jul,,,,,,,,
213,UT,,,9-Apr,20-Apr,7-May,14-May,1-Jun,8-Jun,24-Jun,10-Jul,,,,,,,,
213,VT,,,8-Apr,23-Apr,4-May,21-May,29-May,15-Jun,27-Jun,10-Jul,,,,,,,,
213,VA,,,20-Apr,4-May,16-May,30-May,12-Jun,24-Jun,8-Jul,16-Jul,,,,,,,,
213,WA,,,17-Apr,28-Apr,6-May,22-May,10-Jun,25-Jun,15-Jul,2-Aug,,,,,,,,
213,WV,,,14-Apr,24-Apr,4-May,24-May,2-Jun,21-Jun,29-Jun,12-Jul,,,,,,,,
213,WI,,,16-Apr,1-May,16-May,24-May,4-Jun,19-Jun,27-Jun,13-Jul,,,,,,,,
213,WY,,,13-Apr,23-Apr,2-May,16-May,23-May,5-Jun,17-Jun,28-Jun,,,,,,,,
214,AL,,,19-Apr,3-May,11-May,22-May,31-May,8-Jun,25-Jun,12-Jul,,,,,,,,
214,AZ,,,16-Apr,5-May,21-May,3-Jun,17-Jun,28-Jun,8-Jul,18-Jul,,,,,,,,
214,AR,,,9-Apr,19-Apr,29-Apr,15-May,22-May,29-May,6-Jun,16-Jun,,,,,,,,
214,CA,,,20-Apr,9-May,23-May,30-May,16-Jun,1-Jul,21-Jul,9-Aug,,,,,,,,
214,CO,,,18-Apr,30-Apr,12-May,25-May,4-Jun,19-Jun,1-Jul,9-Jul,,,,,,,,
214,CT,,,18-Apr,3-May,23-May,30-May,9-Jun,20-Jun,1-Jul,9-Jul,,,,,,,,
214,DE,,,15-Apr,26-Apr,5-May,15-May,2-Jun,9-Jun,22-Jun,1-Jul,,,,,,,,
214,FL,,,13-Apr,25-Apr,3-May,18-May,7-Jun,17-Jun,5-Jul,18-Jul,,,,,,,,
214,GA,,,13-Apr,28-Apr,18-May,27-May,15-Jun,23-Jun,6-Jul,22-Jul,,,,,,,,
214,ID,,,14-Apr,25-Apr,7-May,14-May,23-May,2-Jun,20-Jun,28-Jun,,,,,,,,
214,IL,,,14-Apr,21-Apr,3-May,18-May,2-Jun,17-Jun,25-Jun,8-Jul,,,,,,,,
214,IN,,,18-Apr,5-May,20-May,2-Jun,17-Jun,7-Jul,20-Jul,7-Aug,,,,,,,,
214,IA,,,13-Apr,25-Apr,14-May,22-May,5-Jun,12-Jun,27-Jun,17-Jul,,,,,,,,
214,KS,,,12-Apr,30-Apr,20-May,9-Jun,26-Jun,11-Jul,27-Jul,12-Aug,,,,,,,,
214,KY,,,21-Apr,2-May,11-May,25-May,6-Jun,23-Jun,1-Jul,14-Jul,,,,,,,,
214,LA,,,18-Apr,25-Apr,11-May,20-May,6-Jun,13-Jun,28-Jun,11-Jul,,,,,,,,
214,ME,,,20-Apr,9-May,20-May,7-Jun,23-Jun,8-Jul,19-Jul,7-Aug,,,,,,,,
214,MD,,,10-Apr,22-Apr,2-May,19-May,3-Jun,14-Jun,3-Jul,12-Jul,,,,,,,,
214,MA,,,10-Apr,25-Apr,5-May,18-May,28-May,6-Jun,22-Jun,2-Jul,,,,,,,,
214,MI,,,17-Apr,30-Apr,10-May,21-May,30-May,7-Jun,22-Jun,29-Jun,,,,,,,,
214,MN,,,21-Apr,6-May,22-May,4-Jun,17-Jun,2-Jul,11-Jul,20-Jul,,,,,,,,
214,MS,,,9-Apr,16-Apr,6-May,13-May,25-May,6-Jun,21-Jun,10-Jul,,,,,,,,
214,MO,,,12-Apr,30-Apr,10-May,24-May,12-Jun,28-Jun,17-Jul,29-Jul,,,,,,,,
214,MT,,,12-Apr,29-Apr,7-May,27-May,7-Jun,19-Jun,5-Jul,15-Jul,,,,,,,,
214,NE,,,17-Apr,4-May,22-May,10-Jun,21-Jun,29-Jun,19-Jul,29-Jul,,,,,,,,
214,NV,,,11-Apr,30-Apr,11-May,22-May,2-Jun,22-Jun,8-Jul,22-Jul,,,,,,,,
214,NH,,,20-Apr,5-May,21-May,9-Jun,17-Jun,27-Jun,9-Jul,21-Jul,,,,,,,,
214,NJ,,,11-Apr,22-Apr,1-May,11-May,21-May,2-Jun,21-Jun,6-Jul,,,,,,,,
214,NM,,,17-Apr,28-Apr,18-May,1-Jun,18-Jun,25-Jun,13-Jul,31-Jul,,,,,,,,
214,NY,,,14-Apr,30-Apr,13-May,31-May,20-Jun,5-Jul,16-Jul,1-Aug,,,,,,,,
214,NC,,,11-Apr,24-Apr,9-May,21-May,3-Jun,19-Jun,27-Jun,11-Jul,,,,,,,,
214,ND,,,19-Apr,27-Apr,15-May,26-May,8-Jun,22-Jun,3-Jul,15-Jul,,,,,,,,
214,OH,,,20-Apr,2-May,12-May,1-Jun,9-Jun,24-Jun,12-Jul,22-Jul,,,,,,,,
214,OK,,,19-Apr,2-May,9-May,21-May,7-Jun,19-Jun,1-Jul,8-Jul,,,,,,,,
214,OR,,,11-Apr,30-Apr,12-May,22-May,11-Jun,21-Jun,1-Jul,13-Jul,,,,,,,,
214,PA,,,18-Apr,28-Apr,13-May,20-May,5-Jun,18-Jun,5-Jul,22-Jul,,,,,,,,
214,RI,,,17-Apr,27-Apr,9-May,16-May,29-May,13-Jun,23-Jun,7-Jul,,,,,,,,
214,SC,,,9-Apr,24-Apr,13-May,23-May,10-Jun,27-Jun,15-Jul,1-Aug,,,,,,,,
214,SD,,,18-Apr,26-Apr,14-May,22-May,6-Jun,20-Jun,2-Jul,10-Jul,,,,,,,,
214,TN,,,11-Apr,28-Apr,11-May,29-May,17-Jun,29-Jun,8-Jul,20-Jul,,,,,,,,
214,TX,,,13-Apr,22-Apr,9-May,20-May,4-Jun,23-Jun,8-Jul,20-Jul,,,,,,,,
214,UT,,,11-Apr,19-Apr,28-Apr,16-May,24-May,5-Jun,24-Jun,13-Jul,,,,,,,,
214,VT,,,11-Apr,1-May,19-May,5-Jun,21-Jun,9-Jul,24-Jul,3-Aug,,,,,,,,
214,VA,,,19-Apr,8-May,23-May,7-Jun,21-Jun,30-Jun,14-Jul,26-Jul,,,,,,,,
214,WA,,,18-Apr,25-Apr,8-May,16-May,1-Jun,14-Jun,3-Jul,13-Jul,,,,,,,,
214,WV,,,20-Apr,7-May,27-May,3-Jun,19-Jun,28-Jun,8-Jul,23-Jul,,,,,,,,
214,WI,,,18-Apr,4-May,13-May,20-May,6-Jun,22-Jun,8-Jul,27-Jul,,,,,,,,
214,WY,,,10-Apr,25-Apr,2-May,12-May,19-May,6-Jun,20-Jun,9-Jul,,,,,,,,
216,AL,,,19-Apr,9-May,22-May,8-Jun,27-Jun,17-Jul,31-Jul,10-Aug,,,,,,,,
216,AZ,,,8-Apr,17-Apr,25-Apr,15-May,4-Jun,11-Jun,18-Jun,3-Jul,,,,,,,,
216,AR,,,11-Apr,23-Apr,1-May,11-May,25-May,12-Jun,23-Jun,12-Jul,,,,,,,,
216,CA,,,19-Apr,9-May,27-May,12-Jun,25-Jun,9-Jul,20-Jul,9-Aug,,,,,,,,
216,CO,,,14-Apr,4-May,12-May,19-May,31-May,18-Jun,29-Jun,7-Jul,,,,,,,,
216,CT,,,13-Apr,2-May,9-May,22-May,9-Jun,29-Jun,14-Jul,29-Jul,,,,,,,,
216,DE,,,9-Apr,16-Apr,27-Apr,16-May,25-May,14-Jun,25-Jun,5-Jul,,,,,,,,
216,FL,,,13-Apr,1-May,15-May,2-Jun,17-Jun,30-Jun,10-Jul,17-Jul,,,,,,,,
216,GA,,,15-Apr,1-May,11-May,29-May,16-Jun,4-Jul,13-Jul,21-Jul,,,,,,,,
216,ID,,,20-Apr,5-May,18-May,25-May,10-Jun,20-Jun,3-Jul,10-Jul,,,,,,,,
216,IL,,,15-Apr,1-May,18-May,2-Jun,16-Jun,3-Jul,15-Jul,1-Aug,,,,,,,,
216,IN,,,21-Apr,3-May,11-May,22-May,30-May,13-Jun,26-Jun,10-Jul,,,,,,,,
216,IA,,,19-Apr,27-Apr,7-May,17-May,24-May,6-Jun,19-Jun,3-Jul,,,,,,,,
216,KS,,,9-Apr,16-Apr,23-Apr,2-May,14-May,31-May,15-Jun,3-Jul,,,,,,,,
216,KY,,,8-Apr,16-Apr,26-Apr,7-May,21-May,1-Jun,10-Jun,17-Jun,,,,,,,,
216,LA,,,16-Apr,25-Apr,6-May,23-May,12-Jun,28-Jun,16-Jul,31-Jul,,,,,,,,
216,ME,,,19-Apr,8-May,25-May,10-Jun,19-Jun,2-Jul,21-Jul,7-Aug,,,,,,,,
216,MD,,,19-Apr,6-May,15-May,30-May,7-Jun,26-Jun,11-Jul,23-Jul,,,,,,,,
216,MA,,,16-Apr,26-Apr,13-May,27-May,5-Jun,12-Jun,20-Jun,9-Jul,,,,,,,,
216,MI,,,13-Apr,26-Apr,4-May,21-May,2-Jun,12-Jun,1-Jul,8-Jul,,,,,,,,
216,MN,,,17-Apr,4-May,22-May,29-May,13-Jun,29-Jun,16-Jul,23-Jul,,,,,,,,
216,MS,,,21-Apr,2-May,21-May,28-May,5-Jun,22-Jun,2-Jul,15-Jul,,,,,,,,
216,MO,,,10-Apr,28-Apr,13-May,25-May,13-Jun,23-Jun,6-Jul,15-Jul,,,,,,,,
216,MT,,,16-Apr,29-Apr,13-May,26-May,8-Jun,16-Jun,6-Jul,13-Jul,,,,,,,,
216,NE,,,11-Apr,20-Apr,2-May,13-May,1-Jun,9-Jun,25-Jun,15-Jul,,,,,,,,
216,NV,,,20-Apr,27-Apr,17-May,26-May,13-Jun,27-Jun,15-Jul,2-Aug,,,,,,,,
216,NH,,,13-Apr,22-Apr,8-May,19-May,27-May,8-Jun,22-Jun,7-Jul,,,,,,,,
216,NJ,,,17-Apr,4-May,20-May,30-May,14-Jun,22-Jun,8-Jul,18-Jul,,,,,,,,
216,NM,,,15-Apr,5-May,16-May,28-May,15-Jun,28-Jun,7-Jul,14-Jul,,,,,,,,
216,NY,,,12-Apr,28-Apr,15-May,29-May,18-Jun,6-Jul,16-Jul,31-Jul,,,,,,,,
216,NC,,,15-Apr,28-Apr,15-May,29-May,12-Jun,2-Jul,19-Jul,8-Aug,,,,,,,,
216,ND,,,9-Apr,20-Apr,10-May,25-May,2-Jun,12-Jun,28-Jun,6-Jul,,,,,,,,
216,OH,,,20-Apr,9-May,26-May,3-Jun,22-Jun,6-Jul,17-Jul,27-Jul,,,,,,,,
216,OK,,,11-Apr,27-Apr,6-May,16-May,2-Jun,19-Jun,1-Jul,11-Jul,,,,,,,,
216,OR,,,20-Apr,3-May,19-May,26-May,10-Jun,23-Jun,8-Jul,21-Jul,,,,,,,,
216,PA,,,20-Apr,2-May,9-May,20-May,29-May,11-Jun,29-Jun,10-Jul,,,,,,,,
216,RI,,,11-Apr,1-May,14-May,3-Jun,12-Jun,22-Jun,12-Jul,29-Jul,,,,,,,,
216,SC,,,19-Apr,1-May,14-May,27-May,6-Jun,24-Jun,4-Jul,12-Jul,,,,,,,,
216,SD,,,17-Apr,26-Apr,7-May,20-May,6-Jun,23-Jun,8-Jul,25-Jul,,,,,,,,
216,TN,,,21-Apr,9-May,19-May,6-Jun,14-Jun,25-Jun,14-Jul,21-Jul,,,,,,,,
216,TX,,,9-Apr,28-Apr,7-May,16-May,4-Jun,15-Jun,4-Jul,24-Jul,,,,,,,,
216,UT,,,9-Apr,21-Apr,5-May,18-May,31-May,20-Jun,6-Jul,13-Jul,,,,,,,,
216,VT,,,20-Apr,6-May,18-May,3-Jun,13-Jun,24-Jun,12-Jul,28-Jul,,,,,,,,
216,VA,,,11-Apr,23-Apr,12-May,30-May,10-Jun,30-Jun,13-Jul,23-Jul,,,,,,,,
216,WA,,,20-Apr,30-Apr,8-May,27-May,15-Jun,22-Jun,3-Jul,22-Jul,,,,,,,,
216,WV,,,12-Apr,25-Apr,14-May,23-May,1-Jun,9-Jun,24-Jun,12-Jul,,,,,,,,
216,WI,,,15-Apr,2-May,14-May,25-May,11-Jun,27-Jun,5-Jul,17-Jul,,,,,,,,
216,WY,,,18-Apr,26-Apr,10-May,25-May,8-Jun,26-Jun,16-Jul,27-Jul,,,,,,,,
217,AL,,,18-Apr,28-Apr,16-May,2-Jun,12-Jun,29-Jun,12-Jul,26-Jul,,,,,,,,
217,AZ,,,13-Apr,25-Apr,12-May,22-May,29-May,11-Jun,20-Jun,27-Jun,,,,,,,,
217,AR,,,21-Apr,5-May,22-May,9-Jun,22-Jun,29-Jun,17-Jul,30-Jul,,,,,,,,
217,CA,,,10-Apr,25-Apr,13-May,28-May,15-Jun,25-Jun,14-Jul,26-Jul,,,,,,,,
217,CO,,,16-Apr,3-May,23-May,3-Jun,20-Jun,29-Jun,12-Jul,30-Jul,,,,,,,,
217,CT,,,12-Apr,25-Apr,10-May,25-May,7-Jun,19-Jun,3-Jul,15-Jul,,,,,,,,
217,DE,,,8-Apr,28-Apr,17-May,5-Jun,19-Jun,30-Jun,14-Jul,1-Aug,,,,,,,,
217,FL,,,8-Apr,19-Apr,7-May,18-May,2-Jun,18-Jun,2-Jul,20-Jul,,,,,,,,
217,GA,,,21-Apr,8-May,22-May,11-Jun,24-Jun,3-Jul,16-Jul,4-Aug,,,,,,,,
217,ID,,,10-Apr,22-Apr,9-May,28-May,17-Jun,28-Jun,14-Jul,24-Jul,,,,,,,,
217,IL,,,15-Apr,22-Apr,30-Apr,12-May,24-May,8-Jun,19-Jun,27-Jun,,,,,,,,
217,IN,,,16-Apr,25-Apr,12-May,30-May,6-Jun,19-Jun,28-Jun,9-Jul,,,,,,,,
217,IA,,,8-Apr,27-Apr,11-May,18-May,7-Jun,20-Jun,7-Jul,15-Jul,,,,,,,,
217,KS,,,17-Apr,30-Apr,13-May,2-Jun,16-Jun,6-Jul,20-Jul,4-Aug,,,,,,,,
217,KY,,,15-Apr,27-Apr,12-May,24-May,12-Jun,2-Jul,9-Jul,20-Jul,,,,,,,,
217,LA,,,14-Apr,4-May,12-May,30-May,9-Jun,27-Jun,5-Jul,16-Jul,,,,,,,,
217,ME,,,14-Apr,1-May,17-May,2-Jun,9-Jun,22-Jun,7-Jul,14-Jul,,,,,,,,
217,MD,,,17-Apr,4-May,22-May,8-Jun,24-Jun,14-Jul,23-Jul,31-Jul,,,,,,,,
217,MA,,,12-Apr,29-Apr,11-May,26-May,5-Jun,12-Jun,20-Jun,8-Jul,,,,,,,,
217,MI,,,8-Apr,16-Apr,5-May,20-May,9-Jun,20-Jun,27-Jun,8-Jul,,,,,,,,
217,MN,,,21-Apr,4-May,22-May,31-May,18-Jun,6-Jul,22-Jul,6-Aug,,,,,,,,
217,MS,,,11-Apr,30-Apr,13-May,30-May,7-Jun,15-Jun,23-Jun,11-Jul,,,,,,,,
217,MO,,,10-Apr,24-Apr,12-May,29-May,9-Jun,16-Jun,27-Jun,7-Jul,,,,,,,,
217,MT,,,20-Apr,2-May,14-May,22-May,6-Jun,19-Jun,2-Jul,11-Jul,,,,,,,,
217,NE,,,14-Apr,27-Apr,8-May,19-May,26-May,8-Jun,20-Jun,10-Jul,,,,,,,,
217,NV,,,21-Apr,7-May,24-May,2-Jun,9-Jun,20-Jun,3-Jul,17-Jul,,,,,,,,
217,NH,,,10-Apr,20-Apr,10-May,20-May,28-May,15-Jun,26-Jun,16-Jul,,,,,,,,
217,NJ,,,11-Apr,22-Apr,9-May,27-May,12-Jun,25-Jun,6-Jul,14-Jul,,,,,,,,
217,NM,,,9-Apr,17-Apr,30-Apr,12-May,23-May,11-Jun,18-Jun,6-Jul,,,,,,,,
217,NY,,,13-Apr,26-Apr,10-May,25-May,1-Jun,20-Jun,9-Jul,21-Jul,,,,,,,,
217,NC,,,12-Apr,27-Apr,14-May,22-May,30-May,18-Jun,4-Jul,18-Jul,,,,,,,,
217,ND,,,17-Apr,25-Apr,15-May,24-May,11-Jun,29-Jun,18-Jul,6-Aug,,,,,,,,
217,OH,,,10-Apr,27-Apr,8-May,23-May,3-Jun,20-Jun,9-Jul,26-Jul,,,,,,,,
217,OK,,,17-Apr,4-May,14-May,26-May,3-Jun,17-Jun,6-Jul,23-Jul,,,,,,,,
217,OR,,,18-Apr,4-May,18-May,4-Jun,13-Jun,28-Jun,6-Jul,13-Jul,,,,,,,,
217,PA,,,11-Apr,25-Apr,10-May,26-May,8-Jun,17-Jun,27-Jun,17-Jul,,,,,,,,
217,RI,,,14-Apr,28-Apr,5-May,21-May,4-Jun,22-Jun,30-Jun,16-Jul,,,,,,,,
217,SC,,,18-Apr,1-May,21-May,9-Jun,23-Jun,11-Jul,31-Jul,18-Aug,,,,,,,,
217,SD,,,15-Apr,27-Apr,14-May,25-May,3-Jun,18-Jun,28-Jun,18-Jul,,,,,,,,
217,TN,,,15-Apr,28-Apr,14-May,24-May,1-Jun,10-Jun,20-Jun,9-Jul,,,,,,,,
217,TX,,,8-Apr,24-Apr,7-May,14-May,31-May,19-Jun,28-Jun,6-Jul,,,,,,,,
217,UT,,,15-Apr,23-Apr,5-May,19-May,2-Jun,17-Jun,24-Jun,8-Jul,,,,,,,,
217,VT,,,13-Apr,3-May,14-May,2-Jun,14-Jun,22-Jun,10-Jul,26-Jul,,,,,,,,
217,VA,,,11-Apr,27-Apr,6-May,21-May,8-Jun,21-Jun,10-Jul,29-Jul,,,,,,,,
217,WA,,,14-Apr,26-Apr,4-May,20-May,28-May,10-Jun,24-Jun,3-Jul,,,,,,,,
217,WV,,,15-Apr,23-Apr,4-May,14-May,28-May,7-Jun,25-Jun,4-Jul,,,,,,,,
217,WI,,,15-Apr,23-Apr,11-May,18-May,31-May,11-Jun,29-Jun,10-Jul,,,,,,,,
217,WY,,,14-Apr,24-Apr,7-May,22-May,3-Jun,11-Jun,23-Jun,11-Jul,,,,,,,,
218,AL,,,20-Apr,5-May,17-May,28-May,16-Jun,5-Jul,23-Jul,12-Aug,,,,,,,,
218,AZ,,,18-Apr,25-Apr,10-May,19-May,6-Jun,22-Jun,1-Jul,17-Jul,,,,,,,,
218,AR,,,16-Apr,27-Apr,6-May,20-May,9-Jun,22-Jun,10-Jul,24-Jul,,,,,,,,
218,CA,,,21-Apr,4-May,11-May,31-May,8-Jun,20-Jun,2-Jul,12-Jul,,,,,,,,
218,CO,,,15-Apr,24-Apr,14-May,22-May,6-Jun,15-Jun,27-Jun,9-Jul,,,,,,,,
218,CT,,,11-Apr,1-May,15-May,31-May,10-Jun,29-Jun,11-Jul,25-Jul,,,,,,,,
218,DE,,,9-Apr,25-Apr,9-May,28-May,17-Jun,29-Jun,17-Jul,25-Jul,,,,,,,,
218,FL,,,21-Apr,8-May,24-May,11-Jun,27-Jun,5-Jul,23-Jul,9-Aug,,,,,,,,
218,GA,,,8-Apr,15-Apr,22-Apr,4-May,18-May,26-May,5-Jun,20-Jun,,,,,,,,
218,ID,,,10-Apr,18-Apr,8-May,23-May,4-Jun,16-Jun,27-Jun,6-Jul,,,,,,,,
218,IL,,,12-Apr,1-May,16-May,28-May,12-Jun,22-Jun,3-Jul,22-Jul,,,,,,,,
218,IN,,,9-Apr,20-Apr,7-May,14-May,29-May,9-Jun,27-Jun,5-Jul,,,,,,,,
218,IA,,,15-Apr,3-May,21-May,5-Jun,15-Jun,26-Jun,16-Jul,30-Jul,,,,,,,,
218,KS,,,15-Apr,30-Apr,13-May,25-May,7-Jun,17-Jun,5-Jul,23-Jul,,,,,,,,
218,KY,,,18-Apr,28-Apr,8-May,21-May,29-May,7-Jun,14-Jun,4-Jul,,,,,,,,
218,LA,,,17-Apr,26-Apr,13-May,20-May,31-May,18-Jun,26-Jun,6-Jul,,,,,,,,
218,ME,,,9-Apr,17-Apr,2-May,18-May,30-May,8-Jun,21-Jun,29-Jun,,,,,,,,
218,MD,,,8-Apr,21-Apr,9-May,26-May,8-Jun,28-Jun,16-Jul,2-Aug,,,,,,,,
218,MA,,,8-Apr,23-Apr,5-May,24-May,7-Jun,27-Jun,9-Jul,17-Jul,,,,,,,,
218,MI,,,14-Apr,24-Apr,11-May,19-May,6-Jun,21-Jun,1-Jul,12-Jul,,,,,,,,
218,MN,,,20-Apr,1-May,20-May,28-May,12-Jun,29-Jun,9-Jul,29-Jul,,,,,,,,
218,MS,,,10-Apr,29-Apr,8-May,23-May,3-Jun,11-Jun,30-Jun,10-Jul,,,,,,,,
218,MO,,,21-Apr,7-May,27-May,16-Jun,30-Jun,14-Jul,2-Aug,18-Aug,,,,,,,,
218,MT,,,12-Apr,28-Apr,9-May,27-May,10-Jun,30-Jun,10-Jul,24-Jul,,,,,,,,
218,NE,,,18-Apr,29-Apr,7-May,22-May,4-Jun,24-Jun,12-Jul,25-Jul,,,,,,,,
218,NV,,,9-Apr,21-Apr,9-May,22-May,4-Jun,16-Jun,3-Jul,19-Jul,,,,,,,,
218,NH,,,20-Apr,29-Apr,11-May,25-May,7-Jun,27-Jun,10-Jul,26-Jul,,,,,,,,
218,NJ,,,9-Apr,21-Apr,10-May,29-May,12-Jun,2-Jul,22-Jul,6-Aug,,,,,,,,
218,NM,,,21-Apr,3-May,11-May,20-May,29-May,16-Jun,25-Jun,9-Jul,,,,,,,,
218,NY,,,21-Apr,30-Apr,15-May,24-May,9-Jun,21-Jun,5-Jul,15-Jul,,,,,,,,
218,NC,,,17-Apr,27-Apr,16-May,24-May,31-May,19-Jun,27-Jun,9-Jul,,,,,,,,
